loan_amnt,sub_grade,emp_length,verification_status,dti,delinq_2yrs,inq_last_6mths,open_acc,revol_util,initial_list_status,installment_to_income,revol_to_income,home__MORTGAGE,home__NONE,home__OTHER,home__OWN,home__RENT,purpose__car,purpose__credit_card,purpose__debt_consolidation,purpose__educational,purpose__home_improvement,purpose__house,purpose__major_purchase,purpose__medical,purpose__moving,purpose__other,purpose__renewable_energy,purpose__small_business,purpose__vacation,purpose__wedding,expected,predict
1900,2,4.0,1,11.32,0,0,9,0.033,0,0.022165384615384615,0.4376923076923077,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
22400,10,0.5,0,10.75,0,0,15,0.34299999999999997,0,0.07665599999999999,2.2632,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
2500,6,10.0,1,13.08,0,1,8,0.41600000000000004,0,0.016078000000000002,4.1442,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GOOD,GOOD
18800,11,10.0,0,29.38,0,0,9,0.93,0,0.12911199999999998,6.2706,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
12000,5,5.0,1,24.61,0,0,10,0.6970000000000001,0,0.10049406593406594,4.503824175824176,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
15650,30,4.0,0,13.86,0,1,5,0.6709999999999999,0,0.16096756756756758,2.866216216216216,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,GOOD,BAD
3200,3,1.0,1,28.67,0,0,11,0.094,0,0.02216,0.292,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,GOOD,GOOD
15000,16,10.0,1,17.68,0,1,21,0.674,0,0.14314933333333332,2.892,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
10000,17,9.0,1,21.52,0,0,13,0.893,0,0.03834872727272727,6.958254545454547,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
2000,11,3.0,1,19.19,0,3,12,0.247,0,0.029525652729596494,0.7453715537703122,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BAD,GOOD
6500,4,10.0,1,16.01,0,0,14,0.38799999999999996,0,0.037548923076923084,1.7468307692307692,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
4000,7,3.0,1,16.16,0,1,6,0.7909999999999999,0,0.018024000000000002,3.3513882352941176,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
12000,17,5.0,0,14.17,2,1,10,0.5429999999999999,0,0.05295857233906947,2.650605481198216,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GOOD,BAD
16800,11,10.0,0,28.11,0,0,10,0.86,1,0.09230239999999999,3.59024,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
16000,10,10.0,1,19.97,0,0,8,0.685,0,0.08760799999999999,1.06336,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
6000,8,0.0,0,30.59,0,0,19,0.509,0,0.11928891544666866,8.209142515685688,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
10000,7,1.0,0,2.52,0,0,3,0.25,0,0.16308,0.7875,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
4225,1,4.0,0,14.52,0,0,17,0.20600000000000002,0,0.04978064516129032,1.5123870967741937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,BAD,GOOD
18000,20,5.0,0,4.09,1,0,7,0.802,0,0.0381408,1.43442,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
1000,22,4.0,1,20.65,0,1,5,0.993,0,0.01898924731182796,2.3951612903225805,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,GOOD,BAD
20000,12,4.0,0,18.07,2,0,8,0.85,0,0.08526734693877552,1.94730612244898,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
18600,13,5.0,1,24.8,0,1,16,0.677,0,0.08792224719101123,4.360988764044944,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
10000,16,3.0,1,17.07,0,1,13,0.731,0,0.12012666666666665,5.605666666666667,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BAD,BAD
12000,5,2.0,1,20.81,0,0,13,0.491,1,0.05715600000000001,1.27425,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
15000,22,1.0,0,5.03,0,1,8,0.713,0,0.16146571428571427,2.8774285714285712,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,GOOD,BAD
16725,9,5.0,0,20.39,0,0,11,0.542,0,0.09399986214502344,2.140543148607665,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
6000,13,10.0,1,8.79,0,1,9,0.365,0,0.056096000000000014,0.9154666666666668,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
7350,8,2.0,0,7.59,1,0,8,0.868,0,0.025354887205052662,1.5926249125201961,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
6000,11,10.0,1,15.78,0,1,20,0.782,0,0.04053049180327869,3.570688524590164,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
15000,16,9.0,0,17.12,1,0,11,0.682,0,0.08648959999999999,2.10576,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
2500,6,6.0,0,7.8,0,1,6,0.516,0,0.08066,2.269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GOOD,BAD
12000,7,5.0,1,14.35,0,0,14,0.688,0,0.05727658536585367,1.941951219512195,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
8000,22,10.0,0,2.72,0,1,2,0.92,0,0.02873856,0.689088,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
10000,17,4.0,0,18.3,7,0,6,0.7509999999999999,0,0.072798,0.976,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
2000,11,1.0,1,15.95,0,2,11,0.517,0,0.01809866666666667,1.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GOOD,BAD
16000,8,0.5,0,24.0,0,1,17,0.4270000000000001,0,0.1208653846153846,3.8266153846153848,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
15000,10,3.0,0,7.26,0,1,7,0.755,0,0.12482510460251045,3.3353974895397482,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
1200,5,1.0,0,10.11,0,4,7,0.102,0,0.007875524475524476,0.17055944055944056,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GOOD,GOOD
14000,6,6.0,1,17.22,0,0,8,0.8759999999999999,0,0.055242857142857135,4.292571428571429,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
1500,11,3.0,0,2.51,0,3,3,0.609,0,0.011920930232558141,1.9976744186046511,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GOOD,BAD
29375,7,3.0,0,28.63,0,0,14,0.556,0,0.16519714285714285,3.5664,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
20000,8,4.0,0,4.34,1,0,7,0.0,0,0.156288,0.00023999999999999998,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
12000,11,10.0,0,23.0,0,0,10,0.937,1,0.082412,1.8356,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
15000,5,3.0,0,19.86,0,0,10,0.17,0,0.1194127659574468,1.065957446808511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GOOD,BAD
14000,16,8.0,1,26.03,0,1,18,0.655,0,0.075678,3.5937,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
6000,3,10.0,0,22.41,0,1,9,0.461,0,0.0280455,0.657,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
20050,10,10.0,0,19.65,0,1,7,0.7490000000000001,0,0.1802583619210978,2.54797384219554,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BAD,BAD
10000,12,10.0,1,4.28,0,0,3,0.892,0,0.0908295652173913,1.5125217391304349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GOOD,BAD
1000,11,0.0,1,14.65,0,1,10,0.26899999999999996,0,0.036032085561497326,3.5133689839572186,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,GOOD,BAD
6000,4,3.0,1,12.06,0,1,6,0.7070000000000001,0,0.03488625,0.185625,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
10000,6,10.0,0,16.26,0,2,4,0.723,0,0.056109565217391306,3.2309565217391305,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
7000,15,10.0,1,14.93,0,3,7,0.6829999999999999,0,0.11861279999999999,4.29552,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BAD,BAD
21000,10,1.0,1,16.63,0,2,11,0.494,0,0.06387999999999999,6.448711111111112,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
8500,19,3.0,1,14.8,0,0,3,0.968,0,0.12385999999999997,2.1288,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
8775,7,5.0,1,19.85,0,0,7,0.336,0,0.15611454545454542,1.831636363636364,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GOOD,BAD
20000,8,2.0,0,23.02,0,0,16,0.647,0,0.10200528850452843,3.1065748629970753,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
10500,2,10.0,0,18.17,0,1,11,0.24,0,0.13432916666666667,2.5529166666666665,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GOOD,GOOD
2100,8,10.0,0,25.7,0,0,12,0.7559999999999999,0,0.013976,3.145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GOOD,GOOD
11525,5,5.0,0,24.2,0,0,13,0.535,0,0.04305411764705882,2.2325882352941178,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
12000,11,10.0,1,19.57,0,0,16,0.762,0,0.07516984615384616,4.896553846153847,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
16000,15,3.0,0,26.22,0,1,14,0.8340000000000001,0,0.1347294117647059,3.2171764705882357,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
16000,5,3.0,0,21.74,0,3,12,0.644,0,0.05771542857142858,1.3545142857142858,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
5000,2,5.0,1,6.71,0,0,10,0.078,0,0.03418888888888889,0.7784444444444445,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GOOD,GOOD
9000,12,10.0,0,18.92,0,1,9,0.961,0,0.015044262295081968,2.7051147540983607,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
20000,6,10.0,0,17.47,0,1,5,0.825,0,0.10718333333333334,1.0726666666666669,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
15000,17,10.0,0,16.6,1,1,7,0.893,0,0.08508935064935065,5.051532467532468,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
13000,9,7.0,1,7.77,0,1,5,0.68,0,0.13717894736842104,3.5636842105263162,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
2000,9,3.0,0,6.5,1,3,5,0.043,0,0.015828000000000002,0.23711999999999997,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GOOD,GOOD
12000,15,1.0,1,12.69,1,1,13,0.495,0,0.054246315789473684,1.0385684210526316,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BAD,BAD
5950,2,6.0,1,21.83,0,0,7,0.23800000000000002,0,0.051711428571428575,1.443142857142857,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
8000,12,7.0,1,19.33,2,1,10,0.727,0,0.06077236363636365,1.1417454545454546,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GOOD,BAD
2700,7,4.0,0,20.78,0,0,2,0.0,0,0.03302625,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GOOD,GOOD
16750,10,9.0,0,19.16,0,0,8,0.6729999999999999,0,0.14425829875518673,7.421161825726142,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
20000,10,1.0,0,15.07,0,0,15,0.342,0,0.054474206896551726,0.7340689655172414,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
2400,15,6.0,1,1.51,0,2,3,0.5579999999999999,0,0.01873963636363636,0.27992727272727275,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GOOD,BAD
14000,17,0.5,0,9.67,0,0,13,0.889,0,0.04117572413793104,2.3435586206896546,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
15000,1,5.0,0,22.04,0,0,18,0.036000000000000004,0,0.04207741935483871,0.34764976958525345,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
12000,2,10.0,1,12.62,0,3,13,0.29100000000000004,0,0.0547515,2.73105,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
16775,12,4.0,0,12.42,1,1,18,0.53,0,0.049332,3.0075428571428566,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
10000,8,1.0,0,5.84,0,0,6,0.18899999999999997,0,0.07678153846153847,1.0765384615384614,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
12000,11,2.0,1,16.16,1,1,15,0.46299999999999997,1,0.10195298969072164,3.669525773195877,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
10000,15,10.0,1,11.54,0,1,11,0.841,0,0.03940710280373831,2.66792523364486,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
8000,8,5.0,0,20.25,0,3,16,0.23,0,0.050749285033365114,1.86558627264061,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BAD,BAD
10000,9,9.0,1,28.29,0,0,19,0.802,0,0.042627789473684216,2.036968421052632,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
4800,14,5.0,0,17.66,0,3,8,0.812,0,0.037691152755380083,2.18495245509648,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
26400,16,10.0,0,12.6,0,1,9,0.727,0,0.095138,2.681,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
2500,6,3.0,1,8.96,0,0,7,0.27899999999999997,0,0.03453,2.4017142857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GOOD,GOOD
23850,15,10.0,0,34.86,0,1,14,0.722,0,0.170706,7.3018,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
18000,5,10.0,1,5.6,0,0,9,0.591,0,0.075752,8.1408,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
12000,7,2.0,0,24.44,0,2,9,0.7959999999999999,0,0.1173164462655988,1.4700689141367107,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
6000,3,10.0,0,7.91,0,0,11,0.442,0,0.01792032,1.573536,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
12500,7,10.0,0,24.6,0,2,13,0.397,0,0.08136399999999999,2.8846,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
13000,8,10.0,1,11.38,0,1,10,0.8490000000000001,0,0.05242909090909091,2.7203636363636363,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
15000,10,5.0,0,19.5,0,3,18,0.779,0,0.0397776,2.58664,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
2400,17,0.5,0,20.96,0,2,5,0.89,0,0.02806953339432754,0.6218082009481827,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GOOD,BAD
5000,1,5.0,1,20.96,1,0,13,0.013000000000000001,0,0.030160000000000006,0.0608,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
7100,12,4.0,0,6.22,0,0,7,0.551,0,0.1088488888888889,2.0813333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GOOD,BAD
10000,10,7.0,1,18.31,0,1,12,0.675,0,0.06787834710743802,4.041719008264463,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
2000,6,2.0,1,16.8,0,2,9,0.324,0,0.025960000000000004,0.622,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GOOD,GOOD
3000,9,10.0,1,9.22,0,1,6,0.645,0,0.02018775510204081,0.8155102040816327,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
5425,5,2.0,0,26.16,0,0,7,0.5720000000000001,0,0.051681000000000005,1.6314,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
14000,10,9.0,0,28.53,0,1,19,0.4970000000000001,0,0.08213142857142858,2.3607428571428573,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
6000,8,6.0,0,32.28,0,0,18,0.653,0,0.047911199999999994,3.3072,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
30000,16,10.0,0,23.6,0,0,10,0.7020000000000001,0,0.14414933333333332,2.8532,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
23000,9,5.0,0,12.78,0,0,9,0.9590000000000001,0,0.14329661538461538,4.8858461538461535,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
8000,16,10.0,0,10.39,2,2,13,0.8320000000000001,0,0.02845744462083885,3.8428901629500456,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GOOD,BAD
